sentences,keywords,cluster_ID_kmeans
Watch a video of ChrisKyle then u should appreciate how similar how good Bradley Cooper does portraying his heroism AmericanSniper,"chriskyle, bradley cooper, heroism, americansniper",2
"Hoy vi ""American Sniper"" buena pelcula con eccelente actuacin de Bradley Cooper aunque se me hizo eterna","hizo, bradley cooper, bradley, buena pelcula con eccelente, eterna, eccelente",2
American Sniper Opens Friday Jan 16 2015Navy SEAL Chris Kyle logs an incredible number of k ,"k, chris kyle, jan, incredible number, seal",0
American Sniper is an amazing movie Bradley Cooper killed his performance,"bradley cooper, performance, amazing movie bradley cooper",2
I cannot wait to see AmericanSniper to honor ChrisKyle memory I feel like this movie is gonna end the same way LoneSurvivor did ,"chriskyle, lonesurvivor, movie, gon",2
American Sniper looks fucking incredible Bradley Cooper as the lead actor and Clint Eastwood directing it better be good,"lead actor, bradley cooper, cooper, incredible bradley cooper, lead, clint eastwood",2
American Sniper was a hell of a movie Nothing but respect for all of our troops overseas as well as Chris Kyle,"chris kyle, movie, movie nothing, respect, hell",0
American Sniper  best movie I've ever seen  RIPCrisKyle,"best movie, ripcriskyle",2
American Sniper author Chris Kyle shot dead in Texas World News | Watch ,"news, texas world news, chris kyle, watch, world, texas world news | watch",0
American Sniper is fantastic Bradley Cooper is the man Excellent film fb,"fb, bradley cooper, fantastic bradley cooper",2
One of the year's best films is AmericanSniper and showcases ClintEastwood at the top of his game Mikethefanboy ,"game, americansniper, showcases, mikethefanboy, clinteastwood",1
AmericanSniper left me speechless Great movie and what an even greater man ChrisKyle Salute,"chriskyle salute, great, great movie",2
Congrats to all GoldenGlobes winners but still disappointed UnbrokenMovie AmericanSniper bradleycooper were all snubbed this year,"goldenglobes winners, year, disappointed unbrokenmovie americansniper bradleycooper, this year",1
American Sniper is one of the best films ever made God Bless our troops and all they do for us Rip Chris Kyle never forgetting USA,"chris kyle, usa, god bless, troops",0
I'm willing to meet my creator and answer every shot I took -Chris Kyle AmericanSniper legend,"shot, legend, americansniper, -chris kyle americansniper",1
Chris Kyle American Sniper  ,"sniper, chris kyle",0
just watched AmericanSniperGOOD MOVIE props to eastwood_ AWESOME director RIP ChrisKyle,"chriskyle, eastwood, americansnipergood movie props",2
American sniper was such a good movie Bradley Cooper was a boss,"boss, bradley cooper, good movie bradley cooper",2
If you need a reason to see American Sniper I got two for you Patriotism and a beefed up Bradley Cooper,"bradley cooper, american, cooper, american sniper",2
American Sniper is one of the best films ever made God Bless our troops and all they do for us Rip Chris Kyle never forgotten USA,"chris kyle, usa, god bless, troops",0
ababip So torn on American Sniper Really want to see it but Chris Kyle seemed like such a loathsome human being,"chris kyle, chris, american sniper",0
Wow AmericanSniper RIPChrisKyle,ripchriskyle,2
American Sniper Opens Friday Jan 16 2015Navy SEAL Chris Kyle logs an incredible number of killsMovie Detai ,"detai, chris kyle, jan, incredible number, seal, killsmovie detai",0
ditzykid American Snipper is a great movie AmericanSniper SiennaMiller coryhardrict bradlycooper  Stars,"stars, great movie americansniper siennamiller coryhardrict bradlycooper, americansniper siennamiller, bradlycooper",1
American Sniper yo  nice movie salute to the legend Chris Kyle,"chris kyle, legend, kyle, nice movie salute",0
American Sniper is a great movie Go see it Bradley Cooper did it the right way Wow,"way, bradley cooper, right way",2
Hopeful for an Oscar nomination for Cooper's role in AmericanSniper one of the most powerfully convincing performances of the year Oscars,"oscars, cooper, americansniper one, americansniper",1
Homero_Vargas American sniper is probably the best movie lilchrismynigga,"lilchrismynigga, homero_vargas american sniper",2
Just watched AmericanSniper wow what a unbelievable true story brilliant Bradley Cooper should get a Oscar nod WarnerBros,"oscar, bradley cooper, warnerbros, nod, unbelievable true story brilliant bradley cooper",2
I just saw the American Sniper movies with Bradley Cooper It was v good It was excellent The screener leaked,"bradley cooper, american sniper movies, the american sniper, screener",2
Bradley cooper is amazing AmericanSniper,"bradley cooper, bradley",2
americansniper the story of Chris Kyle is too good,chris kyle,0
American Sniper was beautiful RIPChrisKyle americanhero ,"ripchriskyle, americanhero",2
American Sniper was unreal Every American needs to see it Chris Kyle is a true hero,"chris kyle, hero, american sniper",0
Fun fact Marcus Luttrell and Chris Kyle were buddies and did SEAL training together AmericanSniper LoneSurvivor,"chris kyle, lonesurvivor, seal training, seal, buddies",0
Bradley Cooper played an amazing role in American Sniper Great movie Thanks to all the men and women who serve our courtrey ChrisKyle,"chriskyle, american sniper great, movie, amazing role, american sniper great movie thanks, thanks",2
Still can't get over the fact how good American Sniper was and I saw it about a week ago Rest in peace Chris Kyle ,"chris kyle, good american sniper, american, kyle",0
Well done Bradley Cooperwell done AmericanSniper,"bradley cooperwell, americansniper",1
Chris Kyle is the man AmericanLegend AmericanSniper,"chris kyle, americanlegend, americansniper, man",0
fbbxgoldmember American Sniper Directed by Clint Eastwood Film of the year,"clint eastwood film, the year, year, film",2
Long Live Chris Kyle SealTeam3 AmericanSniper,"chris kyle, sealteam3, americansniper",0
Yeah I don't want to see American Sniper now after reading excerpts from Chris Kyle's memoir,"excerpts, memoir, chris kyle 's, american, american sniper",0
AmericanSniper was good Especially since it was based on a true story written by the person it was about Clint Eastwood still racist tho,"true story, tho, person, clint eastwood",2
American sniper was a good ass movie Bruh RIP to Chris Kyle man,"chris, ass movie bruh, chris kyle, kyle, man, bruh rip to",0
NoahHazard Who's trying to go see American Sniper Friday anyone tarameyers13 KyleJacobs85 AdamStone99 baileychristo,"kylejacobs85 adamstone99, adamstone99, anyone, friday, american sniper, baileychristo",2
Just got done watching AmericanSniper great movie Str8 motoboner Real Legend ChrisKyle RIP,"chriskyle, legend, motoboner, rip",2
Chris Kyle Legend Honorable AmericanSniper GreatMovie,"chris kyle, americansniper, greatmovie",0
AmericanSniper incredibly moving important BradleyCooperUK deserves Oscars2015 BossHoggUSMC Fingersflying TPPatriots TruthRevoltOrg,"tppatriots, truthrevoltorg, oscars2015 bosshoggusmc fingersflying, bradleycooperuk",2
The AmericanSniper I must watch BradleyCooper,bradleycooper,2
American Sniper is one hell of a movieChris Kyle will always be a legend,"moviechris kyle, kyle",0
American Sniper is a must see Salute to Chris Kyle WeRememberYou,"werememberyou, chris kyle werememberyou, salute",0
AmericanSniper EXCELENTE PELICULA SE LA RIFO Bradley Cooper,"bradley cooper, cooper, la",2
I'll definitely be seeing American Sniper ChrisKyle,"chriskyle, american",2
Just watched AmericanSniper and it was the best movie I've ever seen It's Bradley Cooper at his best Such a badass and amazing movie,"bradley cooper, movie, best movie",2
Just watched American Sniper Chris Kyle was a humble man and a great person,"person, humble man, chris kyle, man",0
American Sniper Navy Seal Chris Kyle Autobiography (2012 Hardcover ,"american sniper navy seal chris kyle autobiography, autobiography, chris kyle autobiography, hardcover",0
Just watched American Sniper really good movie and very touching Bradley Cooper amazing performance,"good movie, bradley cooper, movie, american sniper, performance",2
Oh an that American Sniper Movie with Chris Kyle is some horseshit they treating his ass like they do Columbus that dude was NO GOOD,"chris kyle, dude, columbus, ass, good",0
American Sniper is all it's cracked up to be and more God bless America and Chris Kyle,"chris kyle, america, kyle, god",0
So I'm watching American Sniper can someone explain to me why the nurses didn't tend to kyle's babyI didn't understand that scene,"babyi, scene, kyle, someone, american sniper",2
AmericanSniper is just wow Hate how it ended RIPChrisKyle,ripchriskyle,2
Sneak peak of Chris Kyle's first victim in the new film American Sniper ft sydneyluv3 ,"sydneyluv3, chris kyle 's, first victim, american sniper, victim, first",0
Good bye Chris ' great shoot Hellyeah  American Sniper  ,"sniper, great shoot hellyeah, american, chris",2
Much respect for Chris Kyle after watching American Sniper,"sniper, american, chris kyle",0
American Sniper Opens Friday Jan 16 2015Navy SEAL Chris Kyle logs an incredible number of k ,"k, chris kyle, jan, incredible number, seal",0
Just watched American Sniper AMAZING AmericanSniper ChrisKyle,"chriskyle, american, americansniper",1
Can we just take a moment and appreciate how hot Bradley Cooper is in American Sniper,"sniper, bradley cooper, american, hot bradley cooper",2
Director Clint Eastwood HORSE Bradely Cooper TIGER AMERICAN SNIPER being released in HORSE Year Should be epic  ,"horse year should, director clint eastwood horse, horse",2
Seeing the first showing of American Sniper in Mt Juliet with Christina_Rai and CaliiJohnsonn EXCITED GNO,"excited, american, gno, mt juliet, christina_rai, american sniper",2
American Sniper was pretty damn good RIP Chris Kyle ,"chris kyle, kyle",0
American Sniper is such a great movie but also makes you one pissed off American watching RespectForKyle,"respectforkyle, great movie, american sniper",2
The Chris Kyle (American Sniper story is really tragic But a great movie,"chris kyle, american sniper story, american",0
"""I loved every moment of walking in his shoes"" stated Bradley Cooper on playing the legend Chris Kyle AmericanSniper opens 1/15 IMAXSOFL","bradley cooper, chris kyle americansniper, imaxsofl, legend chris kyle",0
An hour later and I still have chills from American Sniper Chris Kyle will always be an American Hero,"chris kyle, american sniper chris kyle, american hero, kyle, american",0
"AMERICAN SNIPER excelente Pelcula basada en la vida real de ex-militar ""Chris Kyler""","american sniper excelente pelcula basada, basada, chris kyler, pelcula",2
Bradley Cooper did so good in American sniper ,"sniper, bradley cooper, american",2
I need to see American Sniper Bradley Cooper looks amazing in it,"american, sniper bradley cooper",2
RIP Chris Kyle AmericanSniper,"chris kyle americansniper, americansniper",1
Bradley cooper probably my favorite actor Good in every roll even Rocket BradleyCooper americansniper ,"bradleycooper, americansniper, rocket bradleycooper, favorite actor, roll",1
AshGhebranious If you get a chance you should see American Sniper this has to be the best film that Clint Eastwood has made mate,"mate, american, american sniper, best film, clint eastwood",2
Chris Kyle is my hero  AmericanHero USA ChrisKyle AmericanSniper ,"usa, americansniper, americanhero usa chriskyle, hero",1
A_Nate24 Chris Kyle is my hero  AmericanHero USA ChrisKyle AmericanSniper ,"americansniper, americanhero usa chriskyle, chris kyle, usa, hero",0
At least American sniper wasn't as shitty as lone survivor was ClintEastwood,clinteastwood,2
Why is Bradley Cooper so hot in American Sniper Fuck,"sniper, bradley cooper, american, fuck",2
Chris Kyle American Sniper  ,"sniper, chris kyle",0
